Seeker_ID,Job_ID
2,9
17,51
24,1
27,69
28,16
37,3
43,67
67,62
77,45
78,2
84,9
88,45
96,52
99,18
103,52
120,25
127,7
142,27
150,55
155,53
158,51
172,68
175,19
177,52
178,67
198,55
209,52
244,69
252,27
261,1
272,18
279,68
292,27
307,51
329,45
334,19
339,45
397,42
